year,cat_num,entries,cat_name,gold_beer,gold_brewery,gold_city,gold_state,silver_beer,silver_brewery,silver_city,silver_state,bronze_beer,bronze_brewery,bronze_city,bronze_state
2008,67,19,Classic Irish-Style Dry Stout,Blarney Sisters Dry Irish Stout,Third Street Ale Works,Santa Rosa,CA,Shaft House Stout,Dostal Alley BrewPub,Central City,CO,Port Truck Stout,Pizza Port,Carlsbad,CA
2012,55,60,Imperial Red Ale,Organic Deranger Imperial Red Ale Laurelwood Brewing Co.,Laurelwood Brewing,Portland,OR,Imperial Red,Marble Brewery,Albuquerque,NM,547 HaightThe Toronado San Francisco’s 20th Anniversary Imperial Red Ale,Pizza Port,Carlsbad,CA
2009,56,41,English Style Brown Ale,Longboard Brown,Rock Bottom,La Jolla,CA,Buster Nut Brown,Ska Brewing,Durango,CO,Good Grief Brown,Pizza Port,Carlsbad,CA
2015,15,44,Session Beer,BJ’s LightSwitch Lager,BJ's Restaurant & Brewery,Temple,TX,MCA,21st Amendment,San Francisco,CA,Guillaume,Pizza Port,San Diego,CA
2015,11,149,Coffee Beer,Zumbar Chocolate Coffee Imperial Stout,New English Brewing Co.,San Diego,CA,Mocha Machine,Beachwood BBQ & Brewing,Long Beach,CA,Bacon and Eggs,Pizza Port,San Diego,CA
2013,51,120,American-Style Strong Pale Ale,Bonobos,Monkey Paw Brewing Co.,San Diego,CA,Hop Knot,Four Peaks Brewing,Tempe,AZ,Kung Fu Elvis,Pizza Port,Ocean Beach,CA
2014,76,58,Belgian-Style Tripel,Golden Monkey,Victory Brewing Co.,Downingtown,PA,Bedotter,Iron Hill Brewery,Newark,DE,La Flama Dorada,Pizza Port,Ocean Beach,CA
2011,76,23,Foreign-Style Stout,Dark Side Stout,Silver Moon Brewing,Bend,OR,Malpais Stout,La Cumbre Brewing Co.,Albuquerque,NM,Z-Man Stout,Pizza Port,San Diego,CA
2011,74,62,Robust Porter,Moonlight Porter,Rock Bottom,Louisville,CO,DeadEye Jack Porter,LoneRider Brewing Co.,Raleigh,NC,Pier Rat Porter,Pizza Port,San Clemente,CA
2015,59,71,Double Red Ale,Bone Head Imperial Red,Fat Head’s Brewery,Middleburg Heights,OH,Toaster Pastry,21st Amendment,San Leandro,CA,GRAMBO,Pizza Port,Solana Beach,CA
2003,60,46,British Stout,Cream Stout,Redwood Brewing,Flint,MI,Sinners Stout,Angelic Brewing,Madison,WI,Cowabunga Cream Stout,Pizza Port,Solana Beach,CA
2004,42,19,Imperial or Double Red Ale,Hop Whompus,Oggi's Pizza and Brewing,San Clemente,CA,Hog Heaven,Avery Brewing,Boulder,CO,Shark Attack,Pizza Port,Solana Beach,CA
2013,80,48,Oatmeal Stout,Stagecoach Stout,Figueroa Mountain Brewing,Buellton,,Gold Medal Stout,Blue Corn Brewery,Santa Fe,NM,Oats.,Pizza Port,Solana Beach,CA
2008,14,36,American-Belgo-Style Ale,Xtra Gold,Captain Lawrence Brewing,Pleasantville,NY,Brush Fire Ale,Pump House Restaurant & Brewery,Longmont,CO,Big Wednesday,Pizza Port,Solana Beach,CA
2004,57,27,Belgian-Style Strong Specialty Ale,Sterk Wit,The Alchemist,Waterbury,VT,Damnation,Russian River Brewing,Santa Rosa,CA,Cuvee De Tomme,Pizza Port,Solana Beach,CA
2000,17,26,American Lager,Rainer,G. Heileman Brewing,Fogelsville,PA,Miller Genuine Draft,Miller Brewing,Milwaukee,WI,Red Dog,Plank Road Brewery,Milwaukee,WI
2001,39,44,English-Style Brown Ale,Sweet Georgia Brown,Sweetwater Brewing,Atlanta,GA,Nut Brown Ale,Blackstone Brewing,Nashville,TN,Thunderbolt Brown,Pony Express Brewing,Olathe,KS
2008,47,50,Imperial or Double India Pale Ale,Hopnotic 2X IPA,San Diego Brewing Co.,San Diego,CA,Hip Hop Double IPA,Hollister Brewing Co.,Goleta,CA,Hop 15,Port Brewing and The Lost Abbey,San Marcos,CA
2014,57,62,Imperial Red Ale,Imperial Red,Marble Brewery,Albuquerque,NM,Hop Donkey Imperial Red Ale,Auburn Alehouse,Auburn,CA,Shark Attack,Port Brewing Co.,San Marcos,CA
2006,41,62,American-Style Amber / Red Ale,Anniversary Ale,Amherst Brewing,Amherst,MA,Amber Waves Ale,Capitol City Brewing,Arlington,VA,Sharkbite Red Ale,Port Brewing Co.,San Marcos,CA
2012,16,27,Indigenous Beer,Got Beer,BJ's Restaurant & Brewery,Boulder,CO,Signature Gratzer,choc Beer Co.,Krebs,OK,Hot Rocks Lager,Port Brewing Co.,San Marcos,CA
2010,13,66,Out of Category – Traditionally Brewed Beer,Fathom IPL,Ballast Point Brewing,San Diego,CA,Mötley Brüe RyePA,Four Peaks Brewing,Tempe,AZ,Hot Rocks Lager,Port Brewing Co.,San Marcos,CA
2011,15,31,Indigenous Beer,Hqt,21st Amendment,San Francisco,CA,Monticello Reserve Ale,Starr Hill Brewing,Crozet,VA,Hot Rocks Lager,Port Brewing Co.,San Marcos,CA
2003,30,25,German-Style Dopplebock,Sled Dog Trippelbock Reserve,Wagner Valley Brewing Co.,Lodi,NY,Incinerator Doppelbock,Pumphouse Brewery,Longmont,CO,Broken Keg,Port Brewing Co. Pizza Port Carlsbad,Carlsbad,CA
2015,74,82,Belgian-Style Witbier,Allagash White,Allagash Brewing Co.,Portland,ME,White Rascal,Avery Brewing,Boulder,CO,Optimal Wit,Port City Brewing Co.,Alexandria,VA
2012,48,54,English-Style India Pale Ale,India Pale Ale,Goose Island Beer Co.,Chicago,IL,Silverspot IPA,Pelican Pub,Pacifi c City,OR,Monumental IPA,Port City Brewing Co.,Alexandria,VA
2013,25,31,Aged Beer,Lovely,Bend Brewing,Bend,OR,2009 Big Black Voodoo Daddy,Voodoo Brewery,Meadville,PA,COLOSSAL ONE,Port City Brewing Co.,Alexandria,VA
2013,27,79,Smoke Beer,Second Hand Smoke,SandLot,Denver,CO,Smokin’ Handsome,Yellow Springs Brewery,Yellow Springs,OH,COLOSSAL TWO,Port City Brewing Co.,Alexandria,VA
1987,,NULL,American Cream Ales ,Little Kings Cream Ale ,Hudepohl-Schoenling Brewing,,,Genesee Cream Ale ,Genesee/High Falls Brewing,,,Portland Ale ,Portland Brewing,,
2010,74,29,Sweet Stout,Kickstart Stout,Barley Brothers Brewery,Lake Havasu City,AZ,Oil Change Stout,Flat Branch Pub and Brewery,Columbia,MO,Portsmouth Brewery Milk Stout,Portsmouth Brewery,Portsmouth,NH
1999,28,53,Golden Ale / Canadian-Style Ale,Blonde Ale,Goose Island Beer Co.,Chicago,IL,Golden Wheat Ale,Russian River Brewing,Guerneville,CA,Blonde Ale,Powerhouse Brewing,Sebastopol,CA
2005,18,24,European-Style Pilsener,Pine Mountain Pils,Deschutes Brewery,Bend,OR,Most Beer Judges Are Bone Heads,SandLot Brewery at Coors Field,Denver,CO,Pilsner 500,Prescott Brewing,Prescott,AZ
2006,45,20,Scottish-Style Ale,Laughing Lab Scottish Ale,Bristol Brewing,Colorado Springs,CO,MacPelican’s Scottish Style Ale,Pelican Pub,Pacific City,OR,Kiltlifter Scottish Ale,Pug Ryan's Brewery,Dillon,CO
2015,34,62,Bohemian-Style Pilsener,Shower Beer,Champion Brewing Co.,Charlottesville,VA,Bohemian Pilsner,von Trapp Brewing,Stowe,VT,Peacemaker Pilsner,Pug Ryan's Brewery,Dillon,CO
2004,59,41,Brown Porter,Pete Brown Tribute Ale,Bear Republic Brewing,Healdsburg,CA,St. Charles Porter,Blackstone Brewing,Nashville,TN,Pyramid Porter,Pyramid Ales & Lagers,Seattle,WA
2004,8,13,Specialty Beer,Dubbel Down Brown,Santa Barbara Brewing,Santa Barbara,CA,Morimoto Soba Ale,Rogue Ales,Newport,OR,Maple Wheaten,Pyramid Ales & Lagers,Seattle,WA
2014,44,20,German-Style Doppelbock or Eisbock,Samuel Adams Double Bock,Boston Beer Co.,Boston,MA,The Kaiser,Avery Brewing,Boulder,CO,The Regulator,Rahr & Sons Brewing,Fort Worth,TX
2002,17,27,American-Style Light Lager,Lone Star Light,Lone Star Brewing,San Antonio,TX,Schaefer Light,Schaefer Brewing,San Antonio,TX,Rainier Light,Rainier Brewing,San Antonio,TX
2015,89,80,Imperial Stout,Double Negative,Grimm Artisanal Ales,Brooklyn,NY,Russian Imperial Stout,Iron Hill Brewery,Lancaster,PA,The Miller’s Toll,Raleigh Brewing Co.,Raleigh,NC
2010,37,36,Bock,Hellats Good Beer,Pug Ryans Brewery,Dillon,CO,Troegenator,Troegs Brewery,Harrisburg,PA,Maibock,RAM Restaurant & Brewery,Salem,OR
2007,14,26,Wood- and Barrel-Aged Beer,Oak Whiskey Red,Twisted Pine Brewing Co.,Boulder,CO,Kentucky Bourbon Barrel Ale,Alltech’s Lexington Brewing Co.,Lexington,KY,Buffalo Bock,RAM Restaurant & Brewery,Indianapolis,IN
2006,39,94,American-Style India Pale Ale,HopHead Imperial IPA,Bend Brewing,Bend,OR,Apex Ale,Bear Republic Brewing,Healdsburg,CA,Taildragger IPA,RAM Restaurant,Boise,ID
2006,66,25,Strong Scotch Ale,Kilt Sniffer Strong Scotch Ale,Big Dog’s Brewing Co.,Las Vegas,NV,Highland Scotch Reserve,Boundary Bay Brewery,Bellingham,WA,Rambeaux,RAM Restaurant,Seattle,WA
