year,style,medal,beer,brewery,city,state
2009,Munich-Style Helles,silver,Where the Helles Bill?,The Sand,LotDenver,CO
2009,Munich-Style Helles,bronze,Gordon Biersch Golden Export,Gordon Biersch Brewery,Broomfield,CO
2009,German Style Altbier,gold,Bismarck Altbier,Dry Dock Brewing,Aurora,CO
2009,German Style Altbier,silver,Boca Alt,Brewzzi West Palm,West Palm Beach,FL
2009,German Style Altbier,bronze,Gordon Biersch Alt Bier,Gordon Biersch Brewery,Broomfield,CO
2009,South German-Style Hefeweizen,gold,Top Heavy Hefeweizen,Piece Brewery,Chicago,IL
2009,South German-Style Hefeweizen,silver,U-Boat Hefeweizen,Dry Dock Brewing,Aurora,CO
2009,South German-Style Hefeweizen,bronze,Wiezen,Redhook Ale Brewery,Portsmouth,NH
2009,German Style Doppelbock or Eisbock,gold,The Kaiser,Avery Brewing,Boulder,CO
2009,German Style Doppelbock or Eisbock,silver,Samuel Adams Double Bock,Boston Beer Co.,Boston,MA
2009,German Style Doppelbock or Eisbock,bronze,Carbonator,Glenwood Canyon Brewing,Glenwood Springs,CO
2009,Specialty Beer,gold,Chateau Jiahu,Dogfish Head Brewery,Milton,DE
2009,Specialty Beer,silver,Palo Santo Marron,Dogfish Head Brewery,Milton,DE
2009,Specialty Beer,bronze,Drunken Angel,Rock Bottom,Chicago,IL
2009,German Style Märzen,gold,Dogtoberfest,Flying Dog Brewery,Frederick,MD
2009,German Style Märzen,silver,Reines Marzen,Dry Dock Brewing,Aurora,CO
2009,German Style Märzen,bronze,Rocktoberfest,Rock Bottom,Long Beach,CA
2009,Brown Porter,gold,St. Charles Porter,Blackstone Brewing,Nashville,TN
2009,Brown Porter,silver,Lazy Jake Porter,Long Valley Pub,Long Valley,NJ
2009,Brown Porter,bronze,Black Butte Porter,Deschutes Brewery,Bend,OR
2009,Golden or Blonde Ale,gold,Golden Spike,Tustin Brewing Co.,Tustin,CA
2009,Golden or Blonde Ale,silver,Kiwanda Cream Ale,Pelican Pub,Pacific City,OR
2009,Golden or Blonde Ale,bronze,Red Rock Blonde Ale,Red Rock Brewing,Salt Lake City,UT
2009,Scottish-Style Ale,gold,Railbender Ale,Erie Brewing,Erie,PA
2009,Scottish-Style Ale,silver,Kilt Lifter,Four Peaks Brewing,Tempe,AZ
2009,Scottish-Style Ale,bronze,Cold Smoke Scotch Ale,Kettlehouse Brewing Co.,Missoula,MT
2009,Specialty Honey Beer,gold,Countdown Honey Brown,Thunder Canyon Brewery,Tucson,AZ
2009,Specialty Honey Beer,silver,George’s Fault,Nodding Head Brewing,Philadelphia,PA
2009,Specialty Honey Beer,bronze,Midas Touch,Dogfish Head Brewery,Milton,DE
2009,English Style Mild Ale,gold,Sara’s Ruby Mild,Magnolia Gastropub,San Francisco,CA
2009,English Style Mild Ale,silver,AK Session,Snake River Brewing,Jackson,WY
2009,English Style Mild Ale,bronze,Coyote Moon,Snipes Mountain Brewing,Sunnyside,WA
2009,Dortmunder or German-Style Oktoberfest,gold,Move Back,The SandLot,Denver,CO
2009,Dortmunder or German-Style Oktoberfest,silver,Greenside Up,The Sand,LotDenver,CO
2009,Dortmunder or German-Style Oktoberfest,bronze,Capital Bavarian Lager,Capital Brewery,Middleton,WI
2009,American-Belgo-Style Ale,gold,Exit 4,Flying Fish Brewing Co.,Cherry Hill,NJ
2009,American-Belgo-Style Ale,silver,The Crow and The Sparrow,Rock Bottom,Chicago,IL
2009,American-Belgo-Style Ale,bronze,Temperance,Mountain Sun Pub,Boulder,CO
2009,Imperial Red Ale,gold,Shark Attack,Pizza Port,Solana Beach,CA
2009,Imperial Red Ale,silver,547 HaightThe Toronado San Francisco’s 20th Anniversary Imperial Red Ale,Pizza Port,Carlsbad,CA
2009,Imperial Red Ale,bronze,Organic Deranger Imperial Red,Laurelwood Brewing,Portland,OR
2009,English-Style India Pale Ale,gold,Beech Street Bitter,Pizza Port,Carlsbad,CA
2009,English-Style India Pale Ale,silver,IPA,Goose Island Beer Co.,Chicago,IL
2009,English-Style India Pale Ale,bronze,Brewer’s Alley India Pale Ale,Brewer’s Alley Restaurant and Brewery,Frederick,MD
2009,Out of Category – Traditionally Brewed Beer,gold,W ‘10,Widmer Brothers Brewing,Portland,OR
2009,Out of Category – Traditionally Brewed Beer,silver,Brooklyner-Schneider Hopfen-Weisse,Brooklyn Brewery,Brooklyn,NY
2009,Out of Category – Traditionally Brewed Beer,bronze,S1NIST0R Black Ale,10 Barrel Brewing Co.,Bend,OR
2009,Gluten-Free Beer,gold,Celia Framboise,The Alchemist,Waterbury,VT
2009,Gluten-Free Beer,silver,Redbridge,Anheuser-Busch,Saint Louis,MO
2009,Gluten-Free Beer,bronze,Celia IPA,The Alchemist,Waterbury,VT
2009,Old Ale or Strong Ale,gold,Old Scrooge ‘98,Silver City Brewery,Silverdale,WA
2009,Old Ale or Strong Ale,silver,Outback X,Bend Brewing,Bend,OR
2009,Old Ale or Strong Ale,bronze,4th Dementia Old Ale,Kuhnhenn Brewing Co.,Warren,MI
2009,German-Style Pilsener,gold,106 Pilsner,Rock Bottom,Milwaukee,WI
2009,German-Style Pilsener,silver,Pilsner,Chuckanut Brewery,Bellingham,WA
2009,German-Style Pilsener,bronze,Troegs Sunshine Pils,Troegs Brewery,Harrisburg,PA
2009,American-Style Cream Ale or Lager,gold,Milwaukee’s Best,Miller Brewing,Golden,CO
2009,American-Style Cream Ale or Lager,silver,Hamm’s,Miller Brewing,Golden,CO
2009,American-Style Cream Ale or Lager,bronze,Red Dog,Miller Brewing,Golden,CO
2009,American-Style Specialty Lager,gold,Keystone Ice,Coors Brewing,Golden,CO
2009,American-Style Specialty Lager,silver,Pre-Pro,Coors Brewing,Golden,CO
2009,American-Style Specialty Lager,bronze,Steel Reserve,Miller Brewing,Golden,CO
2009,Fruit Beer or Field Beer,gold,Raspberry Creek,Breakwater Brewing Co.,Oceanside,CA
2009,Fruit Beer or Field Beer,silver,Magnolia’s Peach,BJ's Restaurant & Brewery,Huntington Beach,CA
2009,Fruit Beer or Field Beer,bronze,Raspberry Tart,New Glarus Brewing,New Glarus,WI
2009,American-Style Lager or Premium Lager,gold,Coors Banquet,Coors Brewing,Golden,CO
2009,American-Style Lager or Premium Lager,silver,Miller High Life,Miller Brewing,Golden,CO
2009,American-Style Lager or Premium Lager,bronze,Totally Naked,New Glarus Brewing,New Glarus,WI
2009,Coffee Flavored Beer,gold,Dude! Where’s My Vespa?,Rock Bottom,Arlington,VA
2009,Coffee Flavored Beer,silver,Overcast Espresso Stout,Oakshire Brewing,Eugene,OR
2009,Coffee Flavored Beer,bronze,Coffee Bender,Surly Brewing Co.,Brooklyn Center,MN
2009,American-Style Sour Ale,gold,Rosso e Marrone,Captain Lawrence Brewing,Pleasantville,NY
2009,American-Style Sour Ale,silver,Raspberry Torte,Iron Hill Brewery,Wilmington,DE
2009,American-Style Sour Ale,bronze,Diamond Kings ‘09,Brugge Brasserie,Indianapolis,IN
2009,German-Style Sour Ale,gold,Berliner Weisse,Southampton Publick House,Southampton,NY
2009,German-Style Sour Ale,silver,NBB Love,New Belgium Brewing,Fort Collins,CO
2009,German-Style Sour Ale,bronze,Bad Kitty,Brugge Brasserie,Indianapolis,IN
2009,American-Style Amber Lager,gold,Durango Colorfest,Durango Brewing Co.,Durango,CO
2009,American-Style Amber Lager,silver,Killian’s Red,Coors Brewing,Golden,CO
2009,American-Style Amber Lager,bronze,Michelob Marzen,Michelob Brewing Co.,Saint Louis,MO
2010,Aged Beer,gold,John Barleycorn Barleywine ‘06,Mad River Brewing Co.,Blue Lake,CA
2010,Aged Beer,silver,Cherry Baltic,Bend Brewing,Bend,OR
2010,Aged Beer,bronze,Bell’s Expedition Stout (1995),Bell’s Brewery,Galesburg,MI
2010,Belgian-Style Lambic or Sour Ale,gold,Oude Tart,The Bruery,Placentia,CA
2010,Belgian-Style Lambic or Sour Ale,silver,Coolship Resurgam,Allagash Brewing Co.,Portland,ME
2010,Belgian-Style Lambic or Sour Ale,bronze,Le Serpent,Snake River Brewing,Jackson,WY
2010,Coffee Flavored Beer,gold,Baltic Coffee,Devils Backbone Brewing,Roseland,VA
2010,Coffee Flavored Beer,silver,Coffee Monster,Pizza Port,Carlsbad,CA
2010,Coffee Flavored Beer,bronze,Big Shot Espresso Stout,Twisted Pine Brewing Co.,Boulder,CO
2010,Smoke Beer,gold,Alaskan Smoked Porter 2009,Alaskan Brewing,Juneau,AK
2010,Smoke Beer,silver,Yazoo SUE,Yazoo Brewing,Nashville,TN
2010,Smoke Beer,bronze,Gordon Biersch Rauchbier,Gordon Biersch Brewery,Chattanooga,TN
2010,Belgian-Style Abbey Ale,gold,Nectar Des Dieux,Bastone Brewery,Royal Oak,MI
2010,Belgian-Style Abbey Ale,silver,Golden Slumber,Sun King Brewery,Indianapolis,IN
2010,Belgian-Style Abbey Ale,bronze,Three Philosophers,Brewery Ommegang,Cooperstown,NY
2010,American-Style Pale Ale,gold,Mission Street Pale,Firestone Walker,Paso Robles,CA
2010,American-Style Pale Ale,silver,Pale 31,Firestone Walker,Paso Robles,CA
2010,American-Style Pale Ale,bronze,Puddle Jumper Pale Ale,Third Street Ale Works,Santa Rosa,CA
2010,German-Style Wheat Ale,gold,Hefelightzen,BJ's Restaurant & Brewery,Huntington Beach,CA
2010,German-Style Wheat Ale,silver,Wowzenbock,Deschutes Brewery,Bend,OR
2010,German-Style Wheat Ale,bronze,Capital Weizen Doppelbock,Capital Brewery,Middleton,WI
2010,Bock,gold,Hellats Good Beer,Pug Ryans Brewery,Dillon,CO
2010,Bock,silver,Troegenator,Troegs Brewery,Harrisburg,PA
2010,Bock,bronze,Maibock,RAM Restaurant & Brewery,Salem,OR
2010,Experimental Beer,gold,Key Lime Pie,Short’s Brewing Co.,Bellaire,MI
2010,Experimental Beer,silver,Estate Homegrown Ale,Sierra Nevada Brewing,Chico,CA
2010,Experimental Beer,bronze,Wild Lemon Wheat,Great Basin Brewing,Sparks,NV
2010,American-Style Strong Pale Ale,gold,Himalayan IPA,Yak and Yeti Brewpub,Arvada,CO
2010,American-Style Strong Pale Ale,silver,IPA Nectar,Firestone Walker,Paso Robles,CA
2010,American-Style Strong Pale Ale,bronze,7Fity,Triple Rock Brewery,Berkeley,CA
2010,Sweet Stout,gold,Kickstart Stout,Barley Brothers Brewery,Lake Havasu City,AZ
2010,Sweet Stout,silver,Oil Change Stout,Flat Branch Pub and Brewery,Columbia,MO
2010,Sweet Stout,bronze,Portsmouth Brewery Milk Stout,Portsmouth Brewery,Portsmouth,NH
2010,Extra Special Bitter or Strong Bitter,gold,GAR Pale Ale,Great American Restaurants,Centreville,VA
2010,Extra Special Bitter or Strong Bitter,silver,Saint Arnold Elissa IPA,Saint Arnold Brewing,Houston,TX
2010,Extra Special Bitter or Strong Bitter,bronze,Bachelor ESB,Deschutes Brewery,Bend,OR
2010,English-Style Summer Ale,gold,312 Urban Wheat Ale,Goose Island Beer Co.,Chicago,IL
2010,English-Style Summer Ale,silver,Pacific Daylight,Dale Bros. Brewery,Upland,CA
2010,English-Style Summer Ale,bronze,Sandbagger Gold,Montana Brewing,Billings,MT
2010,Imperial Red Ale,gold,Lumberyard Imperial Red,Lumberyard Brewing Co.,Flagstaff,AZ
2010,Imperial Red Ale,silver,Red Eye PA,The Brew Kettle,Strongsville,OH
2010,Imperial Red Ale,bronze,Deranger,Laurelwood Brewing,Portland,OR
2010,Dortmunder or German-Style Oktoberfest,gold,Summerbrau,Utah Brewers,Salt Lake City,UT
2010,Dortmunder or German-Style Oktoberfest,silver,Noble Stuff Export,Dry Dock Brewing,Aurora,CO
2010,Dortmunder or German-Style Oktoberfest,bronze,Rolling Thunder Dortmunder,Snake River Brewing,Jackson,WY
2010,Oatmeal Stout,gold,Backside Stout,Steamworks Brewing,Durango,CO
2010,Oatmeal Stout,silver,Naked Oatmeal Stout,Rock Bottom,Louisville,CO
2010,Oatmeal Stout,bronze,825 State Stout,Epic Brewing Co.,Salt Lake City,UT
2010,South German-Style Hefeweizen,gold,Stoudts Heifer In Wheat,Stoudt Brewery,Adamstown,PA
2010,South German-Style Hefeweizen,silver,U-Boat Hefeweizen,Dry Dock Brewing,Aurora,CO
2010,South German-Style Hefeweizen,bronze,Wintergreen Weiss,Devils Backbone Brewing,Roseland,VA
2010,German-Style Märzen,gold,Flor Hosen,The SandLot,Denver,CO
2010,German-Style Märzen,silver,Oh! Fest!,Schooner’s Grille & Brewery,Antioch,CA
2010,German-Style Märzen,bronze,Munsterfest,Three Floyds Brewing Co.,Munster,IN
2010,Classic Irish-Style Dry Stout,gold,Hyde Park Stout,Augusta Brewing Co.,Washington,MO
2010,Classic Irish-Style Dry Stout,silver,McLuhr’s Irish Stout,Dillon DAM Brewery,Dillon,CO
2010,Classic Irish-Style Dry Stout,bronze,Port Truck Stout,Pizza Port,Carlsbad,CA
2010,Vienna-Style Lager,gold,Chuckanut Vienna Lager,Chuckanut Brewery,Bellingham,WA
2010,Vienna-Style Lager,silver,Clueless Beer Writer,The Sandlot,Denver,CO
2010,Vienna-Style Lager,bronze,Heavy Seas Marzen,Clipper City Brewing,Baltimore,MD
2010,Belgian- and French-Style Ale,gold,Allagash Blonde,Allagash Brewing Co.,Portland,ME
2010,Belgian- and French-Style Ale,silver,Bastogne Blonde Ale,Rock Bottom,Louisville,CO
2010,Belgian- and French-Style Ale,bronze,Domaine DuPage,Two Brothers Brewing Co.,Warrenville,IL
2010,Imperial India Pale Ale,gold,Doheny Double IPA,Pizza Port,San Clemente,CA
2010,Imperial India Pale Ale,silver,Hop Crisis!,21st Amendment,San Francisco,CA
2010,Imperial India Pale Ale,bronze,Decadence Imperial IPA,Trinity Brewing,Providence,RI
2010,Golden or Blonde Ale,gold,Kiwanda Cream Ale,Pelican Pub,Pacific City,OR
2010,Golden or Blonde Ale,silver,Steelhead Extra Pale Ale,Mad River Brewing Co.,Blue Lake,CA
2010,Golden or Blonde Ale,bronze,Heavy Seas Gold Ale,Clipper City Brewing,Baltimore,MD
2010,Belgian-Style Strong Specialty Ale,gold,Revelations,Pizza Port,Carlsbad,CA
2010,Belgian-Style Strong Specialty Ale,silver,Brother David’s Double,Anderson Valley Brewing,Boonville,CA
2010,Belgian-Style Strong Specialty Ale,bronze,Hells Keep,Utah Brewers,Salt Lake City,UT
2010,Belgian-Style Witbier,gold,TAPS Belgian White,TAPS Fish House & Brewery,Brea,CA
2010,Belgian-Style Witbier,silver,Whale Tail Wit,Dry Dock Brewing,Aurora,CO
2010,Belgian-Style Witbier,bronze,Allagash White,Allagash Brewing Co.,Portland,ME
2010,English-Style Brown Ale,gold,Old Elk Brown Ale,Rock Bottom,Louisville,CO
2010,English-Style Brown Ale,silver,Good Grief Brown,Pizza Port,Carlsbad,CA
2010,English-Style Brown Ale,bronze,Eclipse Brown Ale,Equinox Brewing,Fort Collins,CO
2010,Baltic-Style Porter,gold,3 Dog Night,Chama River Brewing,Albuquerque,NM
2010,Baltic-Style Porter,silver,Collaborative EvilTriple Rock,Triple Rock Brewery,Berkeley,CA
2010,Baltic-Style Porter,bronze,Reverend Potter’s Baltic Porter,The Prodigal Brewery,Effingham,NH
2010,Out of Category – Traditionally Brewed Beer,gold,Fathom IPL,Ballast Point Brewing,San Diego,CA
2010,Out of Category – Traditionally Brewed Beer,silver,Mötley Brüe RyePA,Four Peaks Brewing,Tempe,AZ
2010,Out of Category – Traditionally Brewed Beer,bronze,Hot Rocks Lager,Port Brewing Co.,San Marcos,CA
2010,Robust Porter,gold,Pig Iron Porter,Iron Hill Brewery,Wilmington,DE
2010,Robust Porter,silver,Moonlight Porter,Rock Bottom,Louisville,CO
2010,Robust Porter,bronze,Blimp Hangar Porter,Tustin Brewing Co.,Tustin,CA
2010,Kellerbier or Zwickelbier,gold,Kolsch,Hale's Ales,Seattle,WA
2010,Kellerbier or Zwickelbier,silver,Kellerbier,Triumph Brewing,Philadelphia,PA
2010,Kellerbier or Zwickelbier,bronze,Summer Teeth,Columbus Brewing Co.,Columbus,OH
2010,German-Style Altbier,gold,GestAlt,Haverhill Brewery,Haverhill,MA
2010,German-Style Altbier,silver,Bismarck Altbier,Dry Dock Brewing,Aurora,CO
2010,German-Style Altbier,bronze,Sticke Alt,Rock Bottom,Louisville,CO
2010,American-Style Amber/Red Ale,gold,Red Nectar,Firestone Walker,Paso Robles,CA
2010,American-Style Amber/Red Ale,silver,Hop Back Amber Ale,Troegs Brewery,Harrisburg,PA
2010,American-Style Amber/Red Ale,bronze,Red Rock,Triple Rock Brewery,Berkeley,CA
2010,Old Ale or Strong Ale,gold,Fourth Dementia Olde Ale,Kuhnhenn Brewing Co.,Warren,MI
2010,Old Ale or Strong Ale,silver,Curmudgeon,Founders Brewing Co.,Grand Rapids,MI
2010,Old Ale or Strong Ale,bronze,Outback X,Bend Brewing,Bend,OR
2010,American-Style Sour Ale,gold,Brute,Ithaca Beer Co.,Ithaca,NY
2010,American-Style Sour Ale,silver,Eric’s Ale,New Belgium Brewing,Fort Collins,CO
2010,American-Style Sour Ale,bronze,Red Poppy,The Lost Abbey,San Marcos,CA
2010,German-Style Sour Ale,gold,Berliner Weisse,Snake River Brewing,Jackson,WY
2010,German-Style Sour Ale,silver,Tiny Bubbles,Hollister Brewing Co.,Goleta,CA
2010,German-Style Sour Ale,bronze,Beer Gone Good,Terrapin Beer,Athens,GA
2010,Brown Porter,gold,Total Disorder Porter,Ram Production Brewery,Tacoma,WA
2010,Brown Porter,silver,St. Charles Porter,Blackstone Brewing,Nashville,TN
2010,Brown Porter,bronze,Pullman Brown,Flossmoor Station,Flossmoor,IL
2010,Scottish-Style Ale,gold,Highland Courage,Rock Bottom,Louisville,CO
2010,Scottish-Style Ale,silver,Saint Arnold Oktoberfest,Saint Arnold Brewing,Houston,TX
2010,Scottish-Style Ale,bronze,Laughing Lab Scottish Ale,Bristol Brewing,Colorado Springs,CO
2010,German-Style Schwarzbier,gold,Redrock Black Bier,Redrock Brewery,Salt Lake City,UT
2010,German-Style Schwarzbier,silver,Annie Schwarz,Haverhill Brewery,Haverhill,MA
2010,German-Style Schwarzbier,bronze,TAPS Schwarzbier,TAPS Fish House & Brewery,Brea,CA
2010,American-Belgo-Style Ale,gold,Ryevalry,Bear Republic Brewing,Cloverdale,CA
2010,American-Belgo-Style Ale,silver,Simcoe Silly,Kuhnhenn Brewing Co.,Warren,MI
2010,American-Belgo-Style Ale,bronze,Pete’s Support Belgian IPA,FireHouse Grill & Brewery,Sunnyvale,CA
2010,Rye Beer,gold,BMB Rye IPA,Black Market Brewing Co.,Temecula,CA
2010,Rye Beer,silver,Portsmouth Brewery Rye Not,Portsmouth Brewery,Portsmouth,NH
2010,Rye Beer,bronze,Roggenbier,Bear Republic Brewing,Healdsburg,CA
2010,Herb and Spice or Chocolate Beer,gold,Rosemary Swamp Fox,Moon River Brewing Co.,Savannah,GA
2010,Herb and Spice or Chocolate Beer,silver,Stone Smoked Porter with Chipotle,Stone Brewing,Escondido,CA
2010,Herb and Spice or Chocolate Beer,bronze,Super Chili Pepper Madness,Mad River Brewing Co.,Blue Lake,CA
2010,Specialty Beer,gold,Belipago,Jolly Pumpkin Artisan Ales,Dexter,MI
2010,Specialty Beer,silver,Coconut Porter,Pagosa Brewing,Pagosa Springs,CO
2010,Specialty Beer,bronze,Hazelnut Brown Nectar,Rogue Ales,Newport,OR
2010,American-Style India Pale Ale,gold,“Pseudo” IPA,Pizza Port,San Clemente,CA
2010,American-Style India Pale Ale,silver,Head Hunter IPA,Fat Head’s Brewery & Saloon,North Olmsted,OH
2010,American-Style India Pale Ale,bronze,Lumberyard Extra IPA,Lumberyard Brewing Co.,Flagstaff,AZ
2010,Wood- and Barrel-Aged Strong Stout,gold,Bourbon Barrel Aged Sexual Chocolate Imperial Stout,Foothills Brewing,Winston-Salem,NC
2010,Wood- and Barrel-Aged Strong Stout,silver,Remy,TAPS Fish House & Brewery,Brea,CA
2010,Wood- and Barrel-Aged Strong Stout,bronze,Bourbon County Brand Stout,Goose Island Beer Co.,Chicago,IL
2010,American-Style Amber Lager,gold,Manana,Del Norte Brewing Co.,Denver,CO
2010,American-Style Amber Lager,silver,Schell’s Oktoberfest,August Schell Brewing,New Ulm,MN
2010,American-Style Amber Lager,bronze,Foothills Oktoberfest,Foothills Brewing,Winston-Salem,NC
2010,American-Style Stout,gold,Liberty Stout,Gella's Diner,Hays,KS
2010,American-Style Stout,silver,Disorder Stout,Barley Brothers Brewery,Baker City,OR
2010,American-Style Stout,bronze,Shakespeare Oatmeal Stout,Rogue Ales,Newport,OR
2010,American-Style Lager or Light Lager,gold,Miller Lite,Miller Brewing,Milwaukee,WI
2010,American-Style Lager or Light Lager,silver,Old Milwaukee,Pabst Brewing,Woodridge,IL
2010,American-Style Lager or Light Lager,bronze,Miller Genuine Draft,Miller Brewing,Milwaukee,WI
2010,American-Style Dark Lager,gold,Michelob AmberBock,Michelob Brewing Co.,St. Louis,MO
2010,American-Style Dark Lager,silver,,,,
2010,American-Style Dark Lager,bronze,Schwarzbier,AC Golden,Golden,CO
2010,American-Style Wheat Beer With Yeast,gold,Point Horizon Wheat,Stevens Point Brewery,Stevens Point,WI
2010,American-Style Wheat Beer With Yeast,silver,American Hefeweizen,Flat Branch Pub and Brewery,Columbia,MO
2010,American-Style Wheat Beer With Yeast,bronze,Hefeweizen,Widmer Brothers Brewing,Portland,OR
2010,Ordinary or Special Bitter,gold,Rio Blanco Pale Ale,Real Ale Brewing Co.,Blanco,TX
2010,Ordinary or Special Bitter,silver,DBA,Firestone Walker,Paso Robles,CA
2010,Ordinary or Special Bitter,bronze,Drop Top,Widmer Brothers Brewing,Portland,OR
2010,Wood- and Barrel-Aged Sour Beer,gold,Le Serpent Cerise,Snake River Brewing,Jackson,WY
2010,Wood- and Barrel-Aged Sour Beer,silver,Temptation,Russian River Brewing,Santa Rosa,CA
2010,Wood- and Barrel-Aged Sour Beer,bronze,The Jaspers,Bullfrog Brewery,Williamsport,PA
2010,Wood- and Barrel-Aged Beer,gold,Velvet Merkin (100% Barrel Aged),Firestone Walker,Paso Robles,CA
2010,Wood- and Barrel-Aged Beer,silver,Humidor India Pale Ale,Cigar City Brewing,Tampa,FL
2010,Wood- and Barrel-Aged Beer,bronze,Bluegrass Brown,Thunder Canyon Brewery,Tucson,AZ
2010,European-Style Dunkel,gold,Dunkel,AC Golden,Golden,CO
2010,European-Style Dunkel,silver,Dunkel Lager,Triumph Brewing,Philadelphia,PA
2010,European-Style Dunkel,bronze,Dark Side Lager,C.B. Potts Restaurant & Brewery (Fort Collins),Fort Collins,CO
